clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,acoustic_features
clip_0988,Calm,0.9312,Calm,0.65,Calm,0.8187,False,"{""mean_pitch"": 104.59, ""pitch_range"": 86.92, ""pitch_std"": 24.0, ""mean_energy"": 0.07326, ""energy_std"": 0.06787, ""mean_zcr"": 0.1702, ""duration"": 12.96}"
clip_0989,Calm,0.8757,High Stress,0.7,Calm,0.5254,True,"{""mean_pitch"": 126.27, ""pitch_range"": 264.22, ""pitch_std"": 76.25, ""mean_energy"": 0.07798, ""energy_std"": 0.05465, ""mean_zcr"": 0.1953, ""duration"": 19.776}"
clip_0990,Urgent,0.3958,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 136.12, ""pitch_range"": 209.89, ""pitch_std"": 61.23, ""mean_energy"": 0.07529, ""energy_std"": 0.06183, ""mean_zcr"": 0.1911, ""duration"": 20.0}"
clip_0991,Calm,0.7436,High Stress,0.7,Calm,0.4461,True,"{""mean_pitch"": 103.29, ""pitch_range"": 242.79, ""pitch_std"": 56.6, ""mean_energy"": 0.05549, ""energy_std"": 0.04936, ""mean_zcr"": 0.1532, ""duration"": 20.0}"
clip_0992,Calm,0.9011,High Stress,0.7,Calm,0.5407,True,"{""mean_pitch"": 169.56, ""pitch_range"": 682.42, ""pitch_std"": 102.45, ""mean_energy"": 0.07757, ""energy_std"": 0.06294, ""mean_zcr"": 0.1495, ""duration"": 19.968}"
clip_0993,Frustrated,0.3382,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 195.01, ""pitch_range"": 270.08, ""pitch_std"": 75.09, ""mean_energy"": 0.08141, ""energy_std"": 0.05777, ""mean_zcr"": 0.1742, ""duration"": 19.968}"
clip_0994,Calm,0.4079,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 130.96, ""pitch_range"": 340.85, ""pitch_std"": 71.55, ""mean_energy"": 0.05619, ""energy_std"": 0.06999, ""mean_zcr"": 0.1884, ""duration"": 20.0}"
clip_0995,Calm,0.963,Calm,0.65,Calm,0.8378,False,"{""mean_pitch"": 112.86, ""pitch_range"": 115.91, ""pitch_std"": 34.51, ""mean_energy"": 0.06767, ""energy_std"": 0.0735, ""mean_zcr"": 0.1834, ""duration"": 20.0}"
clip_0996,Calm,0.914,High Stress,0.7,Calm,0.5484,True,"{""mean_pitch"": 112.28, ""pitch_range"": 333.05, ""pitch_std"": 75.51, ""mean_energy"": 0.0601, ""energy_std"": 0.06004, ""mean_zcr"": 0.1636, ""duration"": 20.0}"
clip_0997,Calm,0.7865,High Stress,0.7,Calm,0.4719,True,"{""mean_pitch"": 134.03, ""pitch_range"": 255.99, ""pitch_std"": 72.98, ""mean_energy"": 0.07545, ""energy_std"": 0.06541, ""mean_zcr"": 0.1517, ""duration"": 20.0}"
clip_0998,Calm,0.9467,High Stress,0.7,Calm,0.568,True,"{""mean_pitch"": 107.34, ""pitch_range"": 207.01, ""pitch_std"": 47.01, ""mean_energy"": 0.07452, ""energy_std"": 0.06645, ""mean_zcr"": 0.1798, ""duration"": 20.0}"
clip_0999,High Stress,0.3673,High Stress,0.7,High Stress,0.5004,True,"{""mean_pitch"": 113.92, ""pitch_range"": 215.0, ""pitch_std"": 58.89, ""mean_energy"": 0.05306, ""energy_std"": 0.0514, ""mean_zcr"": 0.1296, ""duration"": 20.0}"
clip_1000,Calm,0.7964,High Stress,0.7,Calm,0.4778,True,"{""mean_pitch"": 154.51, ""pitch_range"": 342.0, ""pitch_std"": 111.47, ""mean_energy"": 0.07336, ""energy_std"": 0.06783, ""mean_zcr"": 0.1478, ""duration"": 20.0}"
clip_1001,High Stress,0.796,Urgent,0.75,High Stress,0.4776,True,"{""mean_pitch"": 205.71, ""pitch_range"": 599.86, ""pitch_std"": 163.93, ""mean_energy"": 0.08216, ""energy_std"": 0.05678, ""mean_zcr"": 0.1614, ""duration"": 19.968}"
clip_1002,Urgent,0.65,High Stress,0.7,Urgent,0.39,True,"{""mean_pitch"": 131.38, ""pitch_range"": 184.21, ""pitch_std"": 55.95, ""mean_energy"": 0.07228, ""energy_std"": 0.0667, ""mean_zcr"": 0.1679, ""duration"": 19.712}"
clip_1003,Calm,0.5245,High Stress,0.7,Calm,0.3147,True,"{""mean_pitch"": 152.11, ""pitch_range"": 295.38, ""pitch_std"": 80.18, ""mean_energy"": 0.05679, ""energy_std"": 0.05011, ""mean_zcr"": 0.1889, ""duration"": 19.936}"
clip_1004,Calm,0.8901,High Stress,0.7,Calm,0.5341,True,"{""mean_pitch"": 97.48, ""pitch_range"": 202.33, ""pitch_std"": 31.55, ""mean_energy"": 0.09698, ""energy_std"": 0.02374, ""mean_zcr"": 0.1679, ""duration"": 20.0}"
clip_1005,Calm,0.9614,Calm,0.65,Calm,0.8368,False,"{""mean_pitch"": 97.29, ""pitch_range"": 112.26, ""pitch_std"": 23.68, ""mean_energy"": 0.04841, ""energy_std"": 0.05765, ""mean_zcr"": 0.1722, ""duration"": 19.68}"
clip_1006,Frustrated,0.9361,High Stress,0.7,Frustrated,0.5616,True,"{""mean_pitch"": 148.8, ""pitch_range"": 243.8, ""pitch_std"": 67.58, ""mean_energy"": 0.06071, ""energy_std"": 0.05122, ""mean_zcr"": 0.1744, ""duration"": 19.968}"
clip_1007,Calm,0.9211,Calm,0.65,Calm,0.8127,False,"{""mean_pitch"": 93.87, ""pitch_range"": 95.64, ""pitch_std"": 16.83, ""mean_energy"": 0.03086, ""energy_std"": 0.03954, ""mean_zcr"": 0.1682, ""duration"": 20.0}"
clip_1008,Calm,0.473,High Stress,0.7,Calm,0.2838,True,"{""mean_pitch"": 136.76, ""pitch_range"": 207.83, ""pitch_std"": 58.77, ""mean_energy"": 0.07044, ""energy_std"": 0.0588, ""mean_zcr"": 0.178, ""duration"": 20.0}"
clip_1009,Calm,0.4601,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 145.4, ""pitch_range"": 180.66, ""pitch_std"": 50.64, ""mean_energy"": 0.07651, ""energy_std"": 0.06423, ""mean_zcr"": 0.1502, ""duration"": 20.0}"
clip_1010,Calm,0.8559,Calm,0.65,Calm,0.7736,False,"{""mean_pitch"": 91.87, ""pitch_range"": 80.28, ""pitch_std"": 12.39, ""mean_energy"": 0.0434, ""energy_std"": 0.04689, ""mean_zcr"": 0.1902, ""duration"": 20.0}"
clip_1011,Calm,0.9239,High Stress,0.7,Calm,0.5544,True,"{""mean_pitch"": 136.82, ""pitch_range"": 256.64, ""pitch_std"": 56.58, ""mean_energy"": 0.06747, ""energy_std"": 0.05655, ""mean_zcr"": 0.1858, ""duration"": 20.0}"
clip_1012,Calm,0.9202,High Stress,0.7,Calm,0.5521,True,"{""mean_pitch"": 135.68, ""pitch_range"": 254.84, ""pitch_std"": 63.72, ""mean_energy"": 0.06637, ""energy_std"": 0.07154, ""mean_zcr"": 0.1551, ""duration"": 20.0}"
clip_1013,Calm,0.3148,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 108.93, ""pitch_range"": 204.3, ""pitch_std"": 44.95, ""mean_energy"": 0.0639, ""energy_std"": 0.07681, ""mean_zcr"": 0.1671, ""duration"": 20.0}"
clip_1014,Calm,0.7382,High Stress,0.7,Calm,0.4429,True,"{""mean_pitch"": 134.59, ""pitch_range"": 203.89, ""pitch_std"": 51.54, ""mean_energy"": 0.07488, ""energy_std"": 0.06615, ""mean_zcr"": 0.1726, ""duration"": 20.0}"
clip_1015,Frustrated,0.6959,High Stress,0.7,Frustrated,0.4176,True,"{""mean_pitch"": 141.84, ""pitch_range"": 407.25, ""pitch_std"": 98.38, ""mean_energy"": 0.05099, ""energy_std"": 0.0688, ""mean_zcr"": 0.1709, ""duration"": 20.0}"
clip_1016,Calm,0.5267,High Stress,0.7,Calm,0.316,True,"{""mean_pitch"": 112.35, ""pitch_range"": 154.59, ""pitch_std"": 33.57, ""mean_energy"": 0.07658, ""energy_std"": 0.06413, ""mean_zcr"": 0.1582, ""duration"": 20.0}"
clip_1017,Frustrated,0.8024,High Stress,0.7,Frustrated,0.4815,True,"{""mean_pitch"": 166.13, ""pitch_range"": 760.42, ""pitch_std"": 123.0, ""mean_energy"": 0.0729, ""energy_std"": 0.06819, ""mean_zcr"": 0.1964, ""duration"": 19.968}"
clip_1018,Calm,0.5408,Urgent,0.75,Calm,0.3245,True,"{""mean_pitch"": 223.89, ""pitch_range"": 511.83, ""pitch_std"": 104.53, ""mean_energy"": 0.07372, ""energy_std"": 0.05157, ""mean_zcr"": 0.1788, ""duration"": 20.0}"
clip_1019,Calm,0.6002,High Stress,0.7,Calm,0.3601,True,"{""mean_pitch"": 153.24, ""pitch_range"": 318.71, ""pitch_std"": 87.63, ""mean_energy"": 0.06532, ""energy_std"": 0.06048, ""mean_zcr"": 0.1732, ""duration"": 20.0}"
clip_1020,Calm,0.8883,High Stress,0.7,Calm,0.533,True,"{""mean_pitch"": 120.52, ""pitch_range"": 256.69, ""pitch_std"": 69.95, ""mean_energy"": 0.05748, ""energy_std"": 0.06106, ""mean_zcr"": 0.1671, ""duration"": 20.0}"
clip_1021,Calm,0.685,High Stress,0.7,Calm,0.411,True,"{""mean_pitch"": 144.27, ""pitch_range"": 291.98, ""pitch_std"": 77.61, ""mean_energy"": 0.07211, ""energy_std"": 0.06592, ""mean_zcr"": 0.1615, ""duration"": 20.0}"
clip_1022,Calm,0.6566,High Stress,0.7,Calm,0.3939,True,"{""mean_pitch"": 124.12, ""pitch_range"": 177.56, ""pitch_std"": 53.82, ""mean_energy"": 0.0651, ""energy_std"": 0.0757, ""mean_zcr"": 0.1414, ""duration"": 20.0}"
clip_1023,Calm,0.775,Calm,0.65,Calm,0.725,False,"{""mean_pitch"": 92.23, ""pitch_range"": 137.5, ""pitch_std"": 26.28, ""mean_energy"": 0.05023, ""energy_std"": 0.06693, ""mean_zcr"": 0.1447, ""duration"": 20.0}"
clip_1024,Frustrated,0.667,High Stress,0.7,Frustrated,0.4002,True,"{""mean_pitch"": 97.63, ""pitch_range"": 162.53, ""pitch_std"": 41.76, ""mean_energy"": 0.05259, ""energy_std"": 0.0626, ""mean_zcr"": 0.1751, ""duration"": 20.0}"
clip_1025,Calm,0.5825,High Stress,0.7,Calm,0.3495,True,"{""mean_pitch"": 133.97, ""pitch_range"": 248.58, ""pitch_std"": 68.53, ""mean_energy"": 0.07503, ""energy_std"": 0.06566, ""mean_zcr"": 0.1722, ""duration"": 20.0}"
clip_1026,Frustrated,0.304,Calm,0.65,Calm,0.26,True,"{""mean_pitch"": 87.89, ""pitch_range"": 166.33, ""pitch_std"": 31.43, ""mean_energy"": 0.03523, ""energy_std"": 0.04531, ""mean_zcr"": 0.1861, ""duration"": 20.0}"
clip_1027,High Stress,0.8958,High Stress,0.7,High Stress,0.8175,False,"{""mean_pitch"": 124.39, ""pitch_range"": 219.9, ""pitch_std"": 63.31, ""mean_energy"": 0.06541, ""energy_std"": 0.07071, ""mean_zcr"": 0.1359, ""duration"": 20.0}"
clip_1028,Calm,0.7507,High Stress,0.7,Calm,0.4504,True,"{""mean_pitch"": 149.1, ""pitch_range"": 211.47, ""pitch_std"": 55.96, ""mean_energy"": 0.0756, ""energy_std"": 0.06533, ""mean_zcr"": 0.1896, ""duration"": 19.872}"
clip_1029,Calm,0.7903,High Stress,0.7,Calm,0.4742,True,"{""mean_pitch"": 107.72, ""pitch_range"": 191.35, ""pitch_std"": 56.08, ""mean_energy"": 0.06955, ""energy_std"": 0.07155, ""mean_zcr"": 0.1655, ""duration"": 20.0}"
clip_1030,Calm,0.5576,High Stress,0.7,Calm,0.3346,True,"{""mean_pitch"": 151.35, ""pitch_range"": 252.99, ""pitch_std"": 83.89, ""mean_energy"": 0.07907, ""energy_std"": 0.061, ""mean_zcr"": 0.1647, ""duration"": 20.0}"
clip_1031,Calm,0.466,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 134.36, ""pitch_range"": 258.56, ""pitch_std"": 82.15, ""mean_energy"": 0.06234, ""energy_std"": 0.06091, ""mean_zcr"": 0.1663, ""duration"": 20.0}"
clip_1032,Calm,0.987,Calm,0.65,Calm,0.8522,False,"{""mean_pitch"": 98.53, ""pitch_range"": 143.45, ""pitch_std"": 35.93, ""mean_energy"": 0.05133, ""energy_std"": 0.06389, ""mean_zcr"": 0.1526, ""duration"": 20.0}"
clip_1033,Urgent,0.6876,High Stress,0.7,Urgent,0.4125,True,"{""mean_pitch"": 112.09, ""pitch_range"": 200.79, ""pitch_std"": 50.93, ""mean_energy"": 0.07054, ""energy_std"": 0.07072, ""mean_zcr"": 0.179, ""duration"": 20.0}"
clip_1034,Urgent,0.4688,High Stress,0.7,Urgent,0.2813,True,"{""mean_pitch"": 136.53, ""pitch_range"": 336.93, ""pitch_std"": 84.95, ""mean_energy"": 0.07192, ""energy_std"": 0.06711, ""mean_zcr"": 0.1626, ""duration"": 18.944}"
clip_1035,Urgent,0.423,Urgent,0.75,Urgent,0.5538,True,"{""mean_pitch"": 209.01, ""pitch_range"": 741.56, ""pitch_std"": 126.87, ""mean_energy"": 0.08268, ""energy_std"": 0.0561, ""mean_zcr"": 0.1566, ""duration"": 19.904}"
clip_1036,Calm,0.322,Urgent,0.75,Urgent,0.3,True,"{""mean_pitch"": 254.88, ""pitch_range"": 644.12, ""pitch_std"": 156.37, ""mean_energy"": 0.0821, ""energy_std"": 0.0569, ""mean_zcr"": 0.1646, ""duration"": 20.0}"
clip_1037,Calm,0.4888,High Stress,0.7,Calm,0.2933,True,"{""mean_pitch"": 124.67, ""pitch_range"": 181.54, ""pitch_std"": 37.64, ""mean_energy"": 0.08348, ""energy_std"": 0.05486, ""mean_zcr"": 0.1629, ""duration"": 20.0}"
clip_1038,Calm,0.4102,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 175.6, ""pitch_range"": 331.33, ""pitch_std"": 70.89, ""mean_energy"": 0.08314, ""energy_std"": 0.0552, ""mean_zcr"": 0.1529, ""duration"": 20.0}"
clip_1039,Calm,0.5339,High Stress,0.7,Calm,0.3204,True,"{""mean_pitch"": 126.96, ""pitch_range"": 171.75, ""pitch_std"": 34.54, ""mean_energy"": 0.07727, ""energy_std"": 0.06327, ""mean_zcr"": 0.145, ""duration"": 20.0}"
clip_1040,Calm,0.5373,High Stress,0.7,Calm,0.3224,True,"{""mean_pitch"": 172.0, ""pitch_range"": 516.62, ""pitch_std"": 106.11, ""mean_energy"": 0.07884, ""energy_std"": 0.06137, ""mean_zcr"": 0.1806, ""duration"": 20.0}"
clip_1041,Calm,0.4642,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 139.56, ""pitch_range"": 259.68, ""pitch_std"": 49.2, ""mean_energy"": 0.08164, ""energy_std"": 0.05757, ""mean_zcr"": 0.222, ""duration"": 19.648}"
clip_1042,Calm,0.8961,Calm,0.65,Calm,0.7976,False,"{""mean_pitch"": 126.94, ""pitch_range"": 144.66, ""pitch_std"": 32.96, ""mean_energy"": 0.08019, ""energy_std"": 0.05961, ""mean_zcr"": 0.1874, ""duration"": 19.904}"
clip_1043,High Stress,0.5931,Calm,0.65,High Stress,0.3558,True,"{""mean_pitch"": 114.62, ""pitch_range"": 140.36, ""pitch_std"": 42.18, ""mean_energy"": 0.07234, ""energy_std"": 0.06886, ""mean_zcr"": 0.1335, ""duration"": 19.968}"
clip_1044,Calm,0.6507,Calm,0.65,Calm,0.6504,False,"{""mean_pitch"": 98.06, ""pitch_range"": 134.41, ""pitch_std"": 35.41, ""mean_energy"": 0.0649, ""energy_std"": 0.05957, ""mean_zcr"": 0.1026, ""duration"": 14.976}"
clip_1045,Calm,0.582,High Stress,0.7,Calm,0.3492,True,"{""mean_pitch"": 191.88, ""pitch_range"": 673.77, ""pitch_std"": 160.21, ""mean_energy"": 0.08937, ""energy_std"": 0.04445, ""mean_zcr"": 0.2147, ""duration"": 20.0}"
clip_1046,Calm,0.9433,High Stress,0.7,Calm,0.566,True,"{""mean_pitch"": 182.26, ""pitch_range"": 1876.85, ""pitch_std"": 270.91, ""mean_energy"": 0.08749, ""energy_std"": 0.04509, ""mean_zcr"": 0.2244, ""duration"": 20.0}"
clip_1047,Calm,0.8448,Urgent,0.75,Calm,0.5069,True,"{""mean_pitch"": 206.38, ""pitch_range"": 850.51, ""pitch_std"": 226.76, ""mean_energy"": 0.08906, ""energy_std"": 0.04526, ""mean_zcr"": 0.2255, ""duration"": 20.0}"
clip_1048,High Stress,0.4485,High Stress,0.7,High Stress,0.5491,True,"{""mean_pitch"": 182.61, ""pitch_range"": 928.08, ""pitch_std"": 204.7, ""mean_energy"": 0.0871, ""energy_std"": 0.04865, ""mean_zcr"": 0.216, ""duration"": 20.0}"
clip_1049,Calm,0.9393,High Stress,0.7,Calm,0.5636,True,"{""mean_pitch"": 132.67, ""pitch_range"": 184.98, ""pitch_std"": 45.3, ""mean_energy"": 0.05582, ""energy_std"": 0.04326, ""mean_zcr"": 0.2311, ""duration"": 16.16}"
clip_1050,Calm,0.5778,Calm,0.65,Calm,0.6067,False,"{""mean_pitch"": 124.77, ""pitch_range"": 70.67, ""pitch_std"": 18.22, ""mean_energy"": 0.0523, ""energy_std"": 0.04613, ""mean_zcr"": 0.1873, ""duration"": 8.096}"
clip_1051,Calm,0.926,Calm,0.65,Calm,0.8156,False,"{""mean_pitch"": 0.0, ""pitch_range"": 0.0, ""pitch_std"": 0.0, ""mean_energy"": 0.06673, ""energy_std"": 0.06055, ""mean_zcr"": 0.1898, ""duration"": 2.208}"
clip_1052,High Stress,0.5916,Calm,0.65,High Stress,0.355,True,"{""mean_pitch"": 121.51, ""pitch_range"": 49.55, ""pitch_std"": 11.52, ""mean_energy"": 0.08629, ""energy_std"": 0.04904, ""mean_zcr"": 0.1368, ""duration"": 2.112}"
clip_1053,Calm,0.9683,Calm,0.65,Calm,0.841,False,"{""mean_pitch"": 138.9, ""pitch_range"": 125.58, ""pitch_std"": 19.52, ""mean_energy"": 0.0845, ""energy_std"": 0.05305, ""mean_zcr"": 0.1927, ""duration"": 7.04}"
clip_1054,Calm,0.8479,Frustrated,0.6,Calm,0.5088,True,"{""mean_pitch"": 1627.11, ""pitch_range"": 46.75, ""pitch_std"": 16.28, ""mean_energy"": 0.04761, ""energy_std"": 0.04416, ""mean_zcr"": 0.2665, ""duration"": 2.272}"
clip_1055,Frustrated,0.669,Calm,0.65,Frustrated,0.4014,True,"{""mean_pitch"": 146.38, ""pitch_range"": 74.34, ""pitch_std"": 12.14, ""mean_energy"": 0.09515, ""energy_std"": 0.02873, ""mean_zcr"": 0.2368, ""duration"": 2.624}"
clip_1056,Calm,0.9483,Calm,0.65,Calm,0.829,False,"{""mean_pitch"": 130.95, ""pitch_range"": 136.37, ""pitch_std"": 35.06, ""mean_energy"": 0.07076, ""energy_std"": 0.0551, ""mean_zcr"": 0.2166, ""duration"": 20.0}"
clip_1057,Calm,0.7146,Calm,0.65,Calm,0.6887,False,"{""mean_pitch"": 118.3, ""pitch_range"": 123.42, ""pitch_std"": 25.57, ""mean_energy"": 0.08825, ""energy_std"": 0.04675, ""mean_zcr"": 0.2077, ""duration"": 20.0}"
clip_1058,Calm,0.6848,High Stress,0.7,Calm,0.4109,True,"{""mean_pitch"": 163.99, ""pitch_range"": 792.97, ""pitch_std"": 132.56, ""mean_energy"": 0.08556, ""energy_std"": 0.0515, ""mean_zcr"": 0.2126, ""duration"": 20.0}"
clip_1059,Calm,0.8719,High Stress,0.7,Calm,0.5231,True,"{""mean_pitch"": 120.13, ""pitch_range"": 200.79, ""pitch_std"": 36.49, ""mean_energy"": 0.0865, ""energy_std"": 0.04995, ""mean_zcr"": 0.2093, ""duration"": 20.0}"
clip_1060,Calm,0.7937,Calm,0.65,Calm,0.7362,False,"{""mean_pitch"": 124.67, ""pitch_range"": 103.82, ""pitch_std"": 19.71, ""mean_energy"": 0.08554, ""energy_std"": 0.0516, ""mean_zcr"": 0.2052, ""duration"": 20.0}"
clip_1061,Calm,0.7962,High Stress,0.7,Calm,0.4777,True,"{""mean_pitch"": 122.97, ""pitch_range"": 264.22, ""pitch_std"": 59.56, ""mean_energy"": 0.07547, ""energy_std"": 0.05711, ""mean_zcr"": 0.1913, ""duration"": 20.0}"
clip_1062,Calm,0.5,Calm,0.65,Calm,0.56,True,"{""mean_pitch"": 98.2, ""pitch_range"": 87.11, ""pitch_std"": 24.51, ""mean_energy"": 0.0861, ""energy_std"": 0.04996, ""mean_zcr"": 0.2113, ""duration"": 3.968}"
clip_1063,Calm,0.8825,Calm,0.65,Calm,0.7895,False,"{""mean_pitch"": 130.87, ""pitch_range"": 103.26, ""pitch_std"": 21.66, ""mean_energy"": 0.06774, ""energy_std"": 0.07291, ""mean_zcr"": 0.2113, ""duration"": 3.424}"
clip_1064,Calm,0.7465,Calm,0.65,Calm,0.7079,False,"{""mean_pitch"": 125.27, ""pitch_range"": 77.54, ""pitch_std"": 14.77, ""mean_energy"": 0.07849, ""energy_std"": 0.06074, ""mean_zcr"": 0.1289, ""duration"": 2.176}"
clip_1065,Calm,0.9708,Calm,0.65,Calm,0.8425,False,"{""mean_pitch"": 137.39, ""pitch_range"": 118.78, ""pitch_std"": 24.19, ""mean_energy"": 0.05755, ""energy_std"": 0.04899, ""mean_zcr"": 0.1719, ""duration"": 2.336}"
clip_1066,Calm,0.9086,Calm,0.65,Calm,0.8052,False,"{""mean_pitch"": 123.4, ""pitch_range"": 46.29, ""pitch_std"": 9.92, ""mean_energy"": 0.06901, ""energy_std"": 0.04642, ""mean_zcr"": 0.1652, ""duration"": 2.912}"
clip_1067,High Stress,0.3357,Calm,0.65,Calm,0.26,True,"{""mean_pitch"": 128.76, ""pitch_range"": 60.18, ""pitch_std"": 20.13, ""mean_energy"": 0.07582, ""energy_std"": 0.06411, ""mean_zcr"": 0.1445, ""duration"": 2.272}"
clip_1068,Calm,0.761,High Stress,0.7,Calm,0.4566,True,"{""mean_pitch"": 119.34, ""pitch_range"": 155.17, ""pitch_std"": 24.85, ""mean_energy"": 0.07412, ""energy_std"": 0.05062, ""mean_zcr"": 0.2114, ""duration"": 20.0}"
clip_1069,Calm,0.8638,Urgent,0.75,Calm,0.5183,True,"{""mean_pitch"": 244.12, ""pitch_range"": 817.2, ""pitch_std"": 221.05, ""mean_energy"": 0.08059, ""energy_std"": 0.05365, ""mean_zcr"": 0.2075, ""duration"": 20.0}"
clip_1070,Calm,0.8153,Urgent,0.75,Calm,0.4892,True,"{""mean_pitch"": 211.46, ""pitch_range"": 1465.23, ""pitch_std"": 293.87, ""mean_energy"": 0.08425, ""energy_std"": 0.05323, ""mean_zcr"": 0.2481, ""duration"": 20.0}"
clip_1071,Calm,0.864,High Stress,0.7,Calm,0.5184,True,"{""mean_pitch"": 127.84, ""pitch_range"": 188.77, ""pitch_std"": 42.63, ""mean_energy"": 0.07665, ""energy_std"": 0.06156, ""mean_zcr"": 0.2196, ""duration"": 20.0}"
clip_1072,Calm,0.9279,Calm,0.65,Calm,0.8167,False,"{""mean_pitch"": 141.46, ""pitch_range"": 138.97, ""pitch_std"": 36.85, ""mean_energy"": 0.08675, ""energy_std"": 0.0495, ""mean_zcr"": 0.2152, ""duration"": 20.0}"
clip_1073,Calm,0.8351,Calm,0.65,Calm,0.7611,False,"{""mean_pitch"": 138.16, ""pitch_range"": 131.43, ""pitch_std"": 26.9, ""mean_energy"": 0.08915, ""energy_std"": 0.04501, ""mean_zcr"": 0.238, ""duration"": 20.0}"
clip_1074,Calm,0.8552,High Stress,0.7,Calm,0.5131,True,"{""mean_pitch"": 153.64, ""pitch_range"": 449.39, ""pitch_std"": 82.0, ""mean_energy"": 0.08693, ""energy_std"": 0.04917, ""mean_zcr"": 0.2313, ""duration"": 20.0}"
clip_1075,Calm,0.9072,High Stress,0.7,Calm,0.5443,True,"{""mean_pitch"": 137.61, ""pitch_range"": 274.22, ""pitch_std"": 38.48, ""mean_energy"": 0.08727, ""energy_std"": 0.04855, ""mean_zcr"": 0.216, ""duration"": 20.0}"
clip_1076,Calm,0.9479,Calm,0.65,Calm,0.8287,False,"{""mean_pitch"": 136.14, ""pitch_range"": 117.41, ""pitch_std"": 29.16, ""mean_energy"": 0.08766, ""energy_std"": 0.04788, ""mean_zcr"": 0.2359, ""duration"": 20.0}"
clip_1077,Calm,0.9342,High Stress,0.7,Calm,0.5605,True,"{""mean_pitch"": 199.76, ""pitch_range"": 1024.28, ""pitch_std"": 215.72, ""mean_energy"": 0.08317, ""energy_std"": 0.05523, ""mean_zcr"": 0.2263, ""duration"": 20.0}"
clip_1078,High Stress,0.7307,High Stress,0.7,High Stress,0.7184,False,"{""mean_pitch"": 137.56, ""pitch_range"": 313.35, ""pitch_std"": 55.89, ""mean_energy"": 0.08676, ""energy_std"": 0.04925, ""mean_zcr"": 0.2396, ""duration"": 20.0}"
clip_1079,Calm,0.8398,Calm,0.65,Calm,0.7639,False,"{""mean_pitch"": 114.49, ""pitch_range"": 101.14, ""pitch_std"": 23.56, ""mean_energy"": 0.08582, ""energy_std"": 0.04458, ""mean_zcr"": 0.2057, ""duration"": 20.0}"
clip_1080,Calm,0.9073,High Stress,0.7,Calm,0.5444,True,"{""mean_pitch"": 144.08, ""pitch_range"": 186.88, ""pitch_std"": 36.71, ""mean_energy"": 0.0698, ""energy_std"": 0.04135, ""mean_zcr"": 0.2352, ""duration"": 20.0}"
clip_1081,Calm,0.8815,High Stress,0.7,Calm,0.5289,True,"{""mean_pitch"": 176.67, ""pitch_range"": 924.97, ""pitch_std"": 174.82, ""mean_energy"": 0.08852, ""energy_std"": 0.04616, ""mean_zcr"": 0.1995, ""duration"": 20.0}"
clip_1082,Calm,0.8798,High Stress,0.7,Calm,0.5279,True,"{""mean_pitch"": 130.01, ""pitch_range"": 151.8, ""pitch_std"": 27.17, ""mean_energy"": 0.08425, ""energy_std"": 0.05369, ""mean_zcr"": 0.2218, ""duration"": 20.0}"
clip_1083,Calm,0.8485,High Stress,0.7,Calm,0.5091,True,"{""mean_pitch"": 148.04, ""pitch_range"": 191.62, ""pitch_std"": 42.07, ""mean_energy"": 0.07832, ""energy_std"": 0.04504, ""mean_zcr"": 0.2077, ""duration"": 20.0}"
clip_1084,Calm,0.6886,High Stress,0.7,Calm,0.4132,True,"{""mean_pitch"": 156.12, ""pitch_range"": 981.65, ""pitch_std"": 162.8, ""mean_energy"": 0.08432, ""energy_std"": 0.05356, ""mean_zcr"": 0.1886, ""duration"": 20.0}"
clip_1085,High Stress,0.4674,Calm,0.65,High Stress,0.2805,True,"{""mean_pitch"": 115.96, ""pitch_range"": 113.58, ""pitch_std"": 25.53, ""mean_energy"": 0.087, ""energy_std"": 0.04693, ""mean_zcr"": 0.2301, ""duration"": 20.0}"
clip_1086,Calm,0.8022,Urgent,0.75,Calm,0.4813,True,"{""mean_pitch"": 285.41, ""pitch_range"": 1723.8, ""pitch_std"": 484.56, ""mean_energy"": 0.08788, ""energy_std"": 0.04741, ""mean_zcr"": 0.2444, ""duration"": 20.0}"
clip_1087,Calm,0.4625,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 142.88, ""pitch_range"": 152.29, ""pitch_std"": 42.79, ""mean_energy"": 0.08392, ""energy_std"": 0.05402, ""mean_zcr"": 0.2474, ""duration"": 20.0}"
clip_1088,Urgent,0.8262,High Stress,0.7,Urgent,0.4957,True,"{""mean_pitch"": 132.43, ""pitch_range"": 197.97, ""pitch_std"": 39.77, ""mean_energy"": 0.0852, ""energy_std"": 0.05212, ""mean_zcr"": 0.2131, ""duration"": 20.0}"
