clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0068,Calm,0.9451,High Stress,0.7,High Stress,0.5671,False,185.15,240.84,61.68,0.08441,0.0534,0.1506,20.0,"one position 10. there is 5 pushing. of the 0, 2 td, 1 position 10. there is 3 pushing. weaving second half. make sure you let there is 5 so we can push the last corner. there is 2 pushing. there is 1 coming now. there is no pushing. there is behind you no pushing.",45,2
clip_1040,Calm,0.5373,High Stress,0.7,High Stress,0.3224,False,172.0,516.62,106.11,0.07884,0.06137,0.1806,20.0,"what a drive, well done man, excellent work. yehey! that was amazing, good job mate. nice work everyone, that was awesome, great work, incredible work. yeah well done ali, good job. good job, great job everyone, that was incredible. that was pushing flat out there.",45,2
clip_0849,High Stress,0.65,Calm,0.65,High Stress,0.39,False,88.46,66.16,14.39,0.08926,0.04487,0.1795,18.144,"olly, it's dazzling ahead on a new hard. holtenberger limbad didn't stop, so they'll struggle at the restart. olly, safety car in this lap. ollons up behind my 12 lap old hard. in a very good position, olly.",37,2
clip_0316,Calm,0.9397,High Stress,0.75,Frustrated,0.5638,False,245.66,1929.19,469.13,0.08481,0.04799,0.2518,20.0,"so it wasn't meant to be today. it's always p5, at least for the team. now we're done. that's the checker for the game.",23,1
clip_1072,Calm,0.9279,Calm,0.65,Calm,0.8167,False,141.46,138.97,36.85,0.08675,0.0495,0.2152,20.0,"consider mid-eight. is the deployment okay? so far the deployment is good. the other cars have got overtakes, so just get closer to them and you will get the same as them. one bigger base. the last is lap being forty-four.",39,0
clip_0206,Calm,0.7798,Calm,0.65,Calm,0.7279,False,105.51,86.54,21.8,0.07427,0.04491,0.1604,20.0,"we're turning 2.5 okay, 6 to go 6 to go we're turning 2.1 we're turning 35 we're turning 1.30 yeah, so it's a good practice, okay? we're turning 0.8 we're turning 11, go back is good",28,0
clip_0738,Calm,0.9138,Calm,0.65,Calm,0.8083,False,125.5,83.49,27.29,0.08865,0.04473,0.1458,2.336,"okay understood, we'll have a look on our side as well.",11,0
clip_0901,Calm,0.9438,Calm,0.65,Calm,0.8263,False,116.95,78.64,20.01,0.07143,0.06895,0.1262,2.24,"p2 now please, p2 now.",3,0
clip_0348,Calm,0.6651,High Stress,0.75,Calm,0.3991,False,244.2,523.13,173.27,0.07807,0.06206,0.2396,6.144,"looks okay now. it's not. to check boosts, we've got massive engine braking here.",14,0
clip_0742,Calm,0.5973,Calm,0.65,Calm,0.6184,False,100.33,72.74,12.13,0.08596,0.05085,0.1732,19.072,"and so very close to q3, few hundredths behind hrp 10, sorry, two thousandths behind hrp 10. it's to the pit lane speed limiters, the radical.",23,0
clip_0486,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,124.18,262.32,73.33,0.07763,0.05445,0.1952,19.808,thanks for watching guys!,4,0
clip_0507,Calm,0.9224,Calm,0.65,Calm,0.8134,False,118.4,122.82,31.23,0.086,0.05085,0.1686,20.0,"turn 11 so a bit more each place. watch for the clerk 4.5. watch for the clerk 3. the clerk's coming now, one. next one is verstappen 8. verstappen's the last one and then we're good and the gap ahead is good. so just build some energy here if you can, higher energy.",49,0
clip_0394,Frustrated,0.3468,High Stress,0.7,High Stress,0.28,False,100.66,173.59,25.02,0.08864,0.04603,0.2008,20.0,"one second. copy that. 0.9. 0.8. the book will have overtaken. yeah, 1.1. give me 36.1. 24 laps remaining. just feedback on tyres, please. cut!",20,2
clip_0057,Calm,0.5676,High Stress,0.7,High Stress,0.3406,False,229.81,429.67,133.97,0.08716,0.04863,0.1396,20.0,"traffic from maximum time we have 2 cars slow in the last sector after clearing it up we will have traffic exit 314 no one pushing behind keep the position ok push that corner just in 4 with opening copy on traffic just in 3, 0 opening",42,2
clip_0584,Calm,0.7847,High Stress,0.7,Calm,0.4708,False,128.63,174.51,42.1,0.08957,0.04418,0.1828,20.0,and good job on tires and stay to spring to start with these tires you are on hard and if i still need to save at 7 still need to save and the level would be stay to spring so you want me to lift through there right,47,0
clip_0588,Calm,0.922,Calm,0.65,Calm,0.8132,False,120.15,143.18,37.74,0.08974,0.04371,0.1832,20.0,"they are braking. and green one position it. reminder for the restart. so k2 before 14, low gears, irfs. i got k2.",19,0
clip_0300,Calm,0.8952,High Stress,0.7,High Stress,0.5371,False,128.22,174.59,42.71,0.08744,0.04828,0.1604,20.0,"very well done. william is alan. well done mate. impressive. that is right up there with your best. so really, really well done mate. thanks alan. honestly everyone did a great job. that's pretty cool for the speed we had. that's very, very good.",44,2
clip_0307,Calm,0.7036,Calm,0.65,Calm,0.6822,False,98.48,107.2,27.48,0.08523,0.05207,0.1484,20.0,"go race, go race please, put on 30, put on good please. put on 30, put on good please. make sure to race, solid start, put on energy, put on the tires, really soft.",32,0
clip_1242,High Stress,0.65,High Stress,0.7,High Stress,0.67,False,164.25,321.85,62.97,0.08393,0.04024,0.186,35.0,"let's now take miami 2023, where during free practice, he randomly decided to send a little love letter to his old team alpine. and yeah, this is how he did it. like was that really necessary? but if you think only other drivers or teams were his victims, you're very wrong. honestly, alonso's favorite target is friendly fire. during his mclaren honda era, the team was such a disaster that el nano just could not stop attacking them over the radio. i mean, how could we ever forget this?",88,2
clip_0814,Calm,0.9114,Calm,0.65,Calm,0.8069,False,97.96,108.37,20.99,0.07733,0.04635,0.1929,20.0,"second gear turn 12. 53 up to exit. up to exit. this keeps the way to this outlaw. okay, only 220 in turn 7. we're hoping for you to do dx10. 4 turn 14 on the first lap.",31,0
clip_0587,Calm,0.7484,High Stress,0.7,Calm,0.4491,False,132.49,504.14,53.64,0.08854,0.04602,0.1701,20.0,"to slow for a and that's it, we will report and think about rearward deep brake balance for turn one if you can safety care in this lap only place to improve driving wise is braking 14, less peak",38,0
clip_0832,Calm,0.7764,Calm,0.65,Calm,0.7258,False,103.37,119.73,26.01,0.08392,0.05396,0.1911,20.0,"go away if i straight through the sides. yeah, we think we know what it is. we can talk in your back in the garage. well done, that's q3, excellent work. p10, good place to start the race tomorrow. yeah, good job everybody. proud of your hard work. we're excited about the good quality.",52,0
clip_0609,Calm,0.9162,High Stress,0.7,High Stress,0.5497,False,172.56,1407.82,264.35,0.09155,0.03995,0.1985,20.0,"charles is 3 seconds, you are doing a good job. charles 2.5 the time is apex 16 gap behind, 3 seconds at 6.16 to improve, think about the right toggle there.",26,2
clip_1198,Calm,0.7519,Calm,0.65,Calm,0.7111,False,101.88,81.6,16.65,0.07748,0.06307,0.2103,20.0,"alright, thank you mate, that was a well managed race. clearly everybody did a one stop. the race was won by antonelli, followed by russell and hamilton, and the clare p4, bairman p5, gastly in sixth, lawson, hajar, sainz, colapino, running out of the top ten.",44,0
clip_1078,High Stress,0.7307,High Stress,0.7,High Stress,0.7184,False,137.56,313.35,55.89,0.08676,0.04925,0.2396,20.0,"we are boxing right? stay out, stay out. so we think the air balance migrated between awards. yeah, i think we compensate for it. i was a bit shy with the flap. keep looking at your",36,2
clip_0851,Calm,0.913,Calm,0.65,Calm,0.8078,False,91.12,65.41,11.72,0.08861,0.04115,0.1921,20.0,"green flag, i think he still has the pack. seeds of cards in the pit lane. mode race jump 4. and he's gone. we're checking that olly.",26,0
clip_0278,Calm,0.8882,Calm,0.65,Calm,0.7929,False,103.22,127.93,30.51,0.08968,0.0439,0.1713,20.0,"welcome mate, we got this one ticked off, we have a few more to do as well. he is too young, we should put him in a mercedes, put him in a smaller team, we need the experience, look at the mistakes he makes, here we go, victory. thank you.",50,0
clip_0319,Calm,0.5208,High Stress,0.7,Calm,0.3125,False,111.19,165.14,43.47,0.09132,0.04046,0.2117,20.0,well done. now it's time to really close the gap. let's go in some coins soon. well done everyone. good job.,21,0
clip_0255,High Stress,0.6846,High Stress,0.7,High Stress,0.4107,False,130.09,161.07,35.22,0.09073,0.04159,0.1801,20.0,i really thought it was so good what's going on. and we need more tyre saving turn 7. avoid left toggle too many times for engine braking limit. up to you to manage but turn 7 is fast from our numbers. compared to your friends or,44,2
clip_1052,High Stress,0.5916,Calm,0.65,High Stress,0.355,False,121.51,49.55,11.52,0.08629,0.04904,0.1368,2.112,i went deep into tank 1 with the understood,8,2
clip_0712,Calm,0.8762,High Stress,0.7,Calm,0.5257,False,141.17,189.1,61.7,0.08691,0.04925,0.189,20.0,"and the lift is not required it's going half the way, it's lifting, right? hold on a sec i'm setting the lift, 114 yes please, thank you so we're going ahead 37.2",30,0
clip_0303,High Stress,0.6926,Calm,0.65,Frustrated,0.4155,False,108.49,118.53,37.12,0.09036,0.04223,0.1461,20.0,i think so weak doesn't help anyway sorry about the left point thing i really got caught off-guard man that's the car just disappeared the rear just snapped yeah cop that,30,1
clip_0557,Calm,0.6283,Calm,0.65,Calm,0.637,False,102.46,141.18,36.63,0.08164,0.04606,0.2055,20.0,"that's a box. if you are happy, yes. we can use this set for youtube. piazza 5. piazza 2. 4. 5. 6. 7. 8.",17,0
clip_0463,Calm,0.909,Calm,0.65,Calm,0.8054,False,97.49,93.96,18.59,0.0825,0.05616,0.2106,20.0,so 37.6 for the clear. happy with turn 7 that lap. gap back to 4.9. 30 laps remain. 3-0 lewis now car behind 5.4. 3 cars back to the car. gap back to 6.9. so it was a 37.8 for that.,32,0
clip_0975,Calm,0.8114,Calm,0.65,Calm,0.7468,False,116.34,92.75,21.75,0.0727,0.04376,0.1573,20.0,still closing up that gap 2.5 now keep it up think about top right modify the turn nine think about top right turn nine another 1.2 seconds we'll be within the fia overtake to the stop and keep it up keep going if there was a safety car up here we'd come out just in front of lawson hager we can very close to the trimpo,64,0
clip_0622,Calm,0.6486,High Stress,0.7,Calm,0.3892,False,130.3,185.68,48.21,0.08786,0.04738,0.1799,20.0,go charge off multi be one position ten charge on irpm reminder no one pushing behind this is in lap okay i don't know if it's balance or what but i've run so,33,0
clip_0983,High Stress,0.4149,Calm,0.65,Frustrated,0.26,False,104.69,114.32,34.98,0.08095,0.05847,0.1747,19.84,"that's the third race was the 9th. yeah, i tried everything to catch up, but i didn't do much. there was nothing more in it. yes mate, we're disappointed with the 6th at race 2. i think that's a good sign. yeah, i just put it by my",45,1
clip_0533,Calm,0.8997,High Stress,0.7,Calm,0.5398,False,125.32,159.74,33.62,0.08862,0.04614,0.1592,20.0,please cars still to go ahead all well space two cars to go and limb level open right behind you boxes that keep the revs up after him as oscar should be slow and everyone behind is in place,39,0
clip_0887,Calm,0.6292,Calm,0.65,Calm,0.6375,False,124.07,107.67,18.88,0.0576,0.05072,0.145,12.832,"in the place where they should be. they did have an oil spill or oil leak in grid slots 11 and 14. they've been cleaned up properly, but you might notice a little bit of concrete dust over there, nothing to be concerned about.",42,0
clip_0653,Calm,0.9558,High Stress,0.7,Calm,0.5735,False,153.86,168.31,39.5,0.08586,0.05103,0.1522,20.0,"they are in the pitch. don't burn out if you can. slow mode on. you are baseline plus 3. some full throttle where you can. we can get some full throttle in the back straight and no lift off required. good braking time. 3 long, 1 short.",44,0
clip_0373,Calm,0.8996,Calm,0.65,Calm,0.7998,False,120.27,128.34,35.76,0.06575,0.03726,0.1582,20.0,"that's pretty simple, lower than i would have thought. it looks all good at the moment. i just remember that high speed of weaving.",24,0
clip_0093,Calm,0.3817,High Stress,0.7,Calm,0.28,False,122.71,184.03,31.1,0.07603,0.06111,0.1523,20.0,"i can feel kaliak trying to merge, she is not allowed to i'm screening 14 so we're building 4 kaliak merge give you the countdown bitgalax 7 6 5 4 3 2",24,0
clip_1060,Calm,0.7937,Calm,0.65,Calm,0.7362,False,124.67,103.82,19.71,0.08554,0.0516,0.2052,20.0,"we are p22, stroll ahead of us, 359, then valtteri did 354, penanda 352, albon 347 and science 343. loss on p16 at 34.1.",16,0
clip_1105,Calm,0.757,Calm,0.65,Calm,0.7142,False,121.54,138.75,30.54,0.08675,0.04945,0.2208,20.0,"copy that. we've lost overtake. possible debris, corner 7 to 8. all corners got a 10 second time penalty. all corners 2.7 ahead. still 19 laps to go.",23,0
clip_1030,Calm,0.5576,High Stress,0.7,High Stress,0.3346,False,151.35,252.99,83.89,0.07907,0.061,0.1647,20.0,big lock up at the hairpin and it off he goes and hamilton gets by charlotte claire building up pulling alongside and he gets past these teammate charlotte claire back up to third place how long for not very long no,41,2
clip_0521,Calm,0.4099,High Stress,0.7,High Stress,0.28,False,126.48,190.3,32.64,0.07834,0.04851,0.1607,20.0,"linnblad b is turn 2 about eight cars ahead of us to go linnblad failed, so it's stroll in turn 10 if you include the williams ahead, then there's five cars to go yeah, the mirror is not working at all, so",40,2
clip_1297,Frustrated,0.7228,Frustrated,0.6,Frustrated,0.6737,False,206.12,454.83,105.95,0.04184,0.0298,0.1419,35.0,"so tell me what is the problem please? i don't know! there is something broken, oh it's a clutch! ok we need to find some paces, mainly under braking. let's do your best, i know it's difficult. i know but this thing is soft! offset to five, build it up under braking, you can do it. are you trying to cross me or what? i would imagine there's not very attention. what the f ! confirm box please, we have to box black and orange flag, we will change tyres. how are they useful for us?",95,1
clip_0968,Calm,0.6552,High Stress,0.7,Calm,0.3931,False,124.8,181.8,46.48,0.07974,0.06018,0.1699,20.0,"cap behind stable 1.3, time out of orbit. south-frankfors. no, it's south-frankfors. i want to go up to max 8-billar. understood, 5 seconds. that's it. and i guess what he did is okay, right? yeah. you see. yeah. well, it's like catching",37,0
clip_0218,Calm,0.8954,High Stress,0.7,Calm,0.5373,False,107.41,205.45,47.55,0.07449,0.05404,0.151,20.0,"full load, put a 14 and copy it and get the perfect and full load coming in full load coming in and copy it and stop and then draw and then jump out, go ahead",34,0
clip_1339,Frustrated,0.7717,High Stress,0.7,High Stress,0.463,False,170.01,254.15,68.82,0.07929,0.06052,0.2156,6.336,"i'm behind in my car as we go mate. just leave you to it with the zero, it's not an issue. run!",22,2
clip_0151,Calm,0.8347,Calm,0.65,Calm,0.7608,False,95.76,129.83,23.96,0.0906,0.04199,0.165,20.0,i think we should have done an opposite,8,0
clip_0495,Calm,0.9333,Calm,0.65,Calm,0.82,False,132.26,46.46,14.61,0.08725,0.04739,0.1635,2.24,"one minute till we go, one minute.",7,0
clip_0108,Calm,0.7868,Calm,0.65,Calm,0.7321,False,110.84,134.01,31.35,0.08602,0.04658,0.1529,20.0,"then you go push wind, then as good one ok, something turn on, a lot of dirt here continue, continue continue, continue not for the lap, learning some look behind the rest of the lap then it's quicker than alex",40,0
clip_1139,Calm,0.8991,Calm,0.65,Calm,0.7995,False,87.23,46.31,12.06,0.063,0.06094,0.2397,20.0,"ok, main time to gain with his minimum speed at turn 9. alright, so once in the pit lane, we'll stop on the box, where the mechanics are. this certain mode slow is correct, because the battery is empty now.",39,0
clip_0139,Calm,0.9211,High Stress,0.7,High Stress,0.5526,False,105.4,150.4,27.39,0.08819,0.04697,0.1761,20.0,go race go race go race go race when you can go race when you can that's kind of how you link,22,2
clip_0567,Calm,0.8692,High Stress,0.7,High Stress,0.5215,False,126.38,173.12,39.34,0.09033,0.04249,0.1615,20.0,"turkey is clear, turkey is clear. warm up your tires. and noise will push behind. noise behind you will push. and box box, lap was good, about xc910. you lost 4 times there. we are p3 antoneli p1.",34,2
clip_0281,Calm,0.9056,Calm,0.65,Calm,0.8033,False,101.37,118.53,33.03,0.09219,0.03809,0.1512,20.0,"i'm going to go to the cabin yeah, picking up rubber the car was not straight forward but i wanted to move for the team, it was great yeah, good results i hope they should see it, good target results, good event, hello",43,0
clip_0896,Calm,0.922,Calm,0.65,Calm,0.8132,False,116.39,142.0,34.8,0.08184,0.05728,0.1907,20.0,"alright, let's keep your pace up on the way in please. staying straight on the whole time. car's behind off on the bend, and if i just finish that. i know something i broke building in. from 6 and 14. yeah, copy, saw some talk over delivery in places as well. we'll have a look and see if we can help with switches there.",62,0
clip_0517,Calm,0.7466,Calm,0.65,Calm,0.708,False,115.53,119.52,27.78,0.08308,0.05543,0.1674,20.0,"remember go one, go one. remember go one, make a little gap to linblat. cap is three, four, five. remember charge off, charge off. 100 meters lift here, 100 meters lifting coast, big one. trust me this one.",36,0
clip_0748,Calm,0.8651,Calm,0.65,Calm,0.779,False,99.32,42.0,9.31,0.09188,0.03758,0.1202,2.176,and then also lint blood p15.,5,0
clip_0685,Calm,0.8888,Calm,0.65,Calm,0.7933,False,88.48,61.3,10.61,0.08906,0.04524,0.1735,20.0,"so, stroll coming through and keep up the pace of the race. and, fernando, four seconds. fernando, 2.5, let him through before 7.40. and, pops. and, look out for the wave bridge.",30,0
clip_0733,Calm,0.8334,Calm,0.65,Calm,0.76,False,105.25,53.82,13.6,0.08687,0.04897,0.1254,5.824,"nico, on our side, if we get a clean out lap, we think it's okay with no build lap. what do you think?",23,0
clip_0773,Calm,0.9276,High Stress,0.7,Frustrated,0.5566,False,98.18,162.08,30.84,0.08824,0.04587,0.2046,20.0,"radio quality is very poor, you can't hear you, but single-press energy is best for overall lap time. exit turn six. and what you did now in turn six is perfect for us. that's ocon three and a half seconds. ocon has a ten second time penalty. car behind three and a half seconds is the race leader, antonelli.",58,1
clip_0485,Frustrated,0.4564,Calm,0.65,High Stress,0.2738,False,125.27,65.87,18.26,0.08458,0.05235,0.1596,5.632,well done! get us a mate and p zero the car before you hop out,15,2
clip_0310,Calm,0.5677,Calm,0.65,Calm,0.6006,False,96.0,131.35,23.02,0.08299,0.03965,0.1669,20.0,"so well done, that is your first point for alpine e10 there, for real shame, we couldn't get carlos there, i think the blue flag is just a couple of laps, let's pick up some rubber here. i'm really proud of you for the effort this weekend, no carry.",48,0
clip_1136,Calm,0.8122,Calm,0.65,Calm,0.7473,False,102.58,95.05,17.99,0.08146,0.05786,0.2406,19.968,"portoletto signs four seconds ahead. it still needs to start time. portoletto through now. so here's the car behind. he's on the slow. so he's trying to keep track of the position. still got six seconds to stroll behind. let's go, bode, push. let's go. all right, let's go, bode, slow. go, bode, slow. and we're going to.",58,0
clip_0981,Calm,0.8471,Calm,0.65,Calm,0.7682,False,110.08,105.32,21.6,0.08333,0.05342,0.164,20.0,"2.6 4 to go just watch the front lockings this tyre gets older 2.4 3 laps to go i think to make one mistake, maybe a bit up 2 laps to go, 2.3 3.0 more lap after this, press and hold, boost into turn 1 this time",39,0
clip_0628,Calm,0.8296,High Stress,0.7,Calm,0.4978,False,124.8,1920.26,141.51,0.08875,0.04579,0.1746,20.0,"ocon 7 behind, ocon 5, ocon 3, berman 9, ocon behind you now, berman is 5. some full throttle way you can, you should be in place with berman behind you now.",27,0
clip_0993,Frustrated,0.3382,High Stress,0.7,High Stress,0.28,False,195.01,270.08,75.09,0.08141,0.05777,0.1742,19.968,"but turns out destroy little books to my generations. yeah, copy.",11,2
clip_0644,High Stress,0.7447,High Stress,0.7,Calm,0.4468,False,162.12,1931.94,305.9,0.08901,0.04532,0.1784,20.0,"i don't think it's correct yeah, i can't fix it you have rvd in front, click, second open behind, five, all out starts off rvd 5.5 in front you're good",29,0
clip_0471,Calm,0.8977,Calm,0.65,Calm,0.7986,False,114.74,115.01,27.83,0.08293,0.0555,0.1903,20.0,"happy to push turn 7 now, help slide the flag right. there are some new flags up ahead. georgia has 35.5. bmic 2 available last corner if you need it. bmic 2. georgia 35.6 in free air.",32,0
clip_0719,High Stress,0.65,Calm,0.65,High Stress,0.39,False,112.86,55.87,16.05,0.08453,0.05289,0.1368,5.536,"okay, let's fire up, fire up. okay, and you can switch off.",12,2
clip_1194,Calm,0.9594,Calm,0.65,Calm,0.8357,False,111.57,102.29,23.13,0.08004,0.05975,0.2345,20.0,"their stint. let's just manage it to the end. still got 17 seconds to bearman. bearman would be lapping us. behind bearman is czechos, so czechos is 19 seconds behind us. so six laps remaining. let's just manage it to the end mate. okay so we've still got 11.",46,0
clip_1272,Calm,0.4355,High Stress,0.75,Frustrated,0.3,False,346.88,1917.57,413.29,0.06682,0.06366,0.1854,35.0,"he was revving it away and they had to sort of bounce it off the jack to get it going. we must save fuel, we must target zero. i don't want, i don't want. we're going to have big problems later if we don't. i already have big problems now. driving with this and looking like armator. so i straightened and then i concentrated the fuel. emilton 3.5, 3.5. okay, i don't want to know. okay, i don't want any more radio. hold the right thing.",84,1
clip_0978,High Stress,0.65,High Stress,0.7,High Stress,0.39,False,121.18,170.33,37.67,0.07506,0.05466,0.1672,20.0,"straight each lap, just keep it up. uh, don't kiss you. uh. understood my ear trick, just gonna keep going with it. keep going. brake fires half a percent of rearwards, it will help turn 14. batman's only gains on turn 1, he's turned 8-9, he's struggling with the fronts more than us. harry's in front of him, he's gonna get a",61,2
clip_1051,Calm,0.926,Calm,0.65,Calm,0.8156,False,0.0,0.0,0.0,0.06673,0.06055,0.1898,2.208,"of the clicks. click, click some.",6,0
clip_0639,Calm,0.7578,Calm,0.65,Calm,0.7147,False,141.4,97.8,22.02,0.08716,0.04837,0.2099,5.6,"okay, so all the systems want to trace you, the only place we are losing to arvid, so he's breaking",20,0
clip_1178,Calm,0.9239,Calm,0.65,Calm,0.8143,False,102.67,71.73,13.64,0.076,0.05333,0.2128,20.0,"gap to checko behind 1.5, he's pushing harder than you in turn 8. gap to checko behind 1.3. ok, so gap to checko 1.2. got strap 5 available, we want a little bit more to point at 4.7. ok, checko ahead.",35,0
clip_1189,Calm,0.7721,Calm,0.65,Calm,0.7233,False,105.38,51.58,14.69,0.07132,0.05443,0.2146,20.0,"is lindblad just out of the pits when we are racing him. lindblad 0.8 behind if he's on a new medium. okay, car behind is hamilton, it's 3.8 behind, his last lap was a 36-2. all right, so hamilton 1.4 behind.",37,0
clip_0477,Calm,0.9556,Calm,0.65,Calm,0.8333,False,119.01,128.05,36.99,0.08369,0.05437,0.1994,20.0,"you've got colpito at sight ahead. colpito ahead doing 37.6. george at 35.9. to sight ahead 2 seconds, head free air. george say back time, gap 9.5.",23,0
clip_0029,Calm,0.6829,High Stress,0.7,Calm,0.4098,False,173.82,168.15,42.78,0.07505,0.06608,0.1064,5.312,"a bit info, position 11 and 14 on the grid. there was a little bit of dust.",15,0
clip_1079,Calm,0.8398,Calm,0.65,Calm,0.7639,False,114.49,101.14,23.56,0.08582,0.04458,0.2057,20.0,"safety car delta, you are just ok now. m44 is double yellow in corner 3 still, so it should be a bit longer. marchet on track, corner 2. recovery vehicle on track, corner 2. and ahead, anton elias boxed, colapinto con still on",39,0
clip_1123,Calm,0.6887,Calm,0.65,Calm,0.6732,False,109.53,148.33,34.88,0.08226,0.04478,0.1944,20.0,"we hope everyone to finish both cars. yeah, well done. now it's time to really close the gap. i'll just go in some points soon. well done everyone, good job. yeah, take the pickup. do not exceed 120 kmph.",38,0
clip_0461,Calm,0.576,High Stress,0.7,High Stress,0.3456,False,123.63,179.39,38.88,0.075,0.04718,0.201,20.0,"lewis 37-0, leclerc 36-8, george 36-5 gap at 2.5 lewis leclerc and george in a tight group and leclerc now car behind at 3.4 gap at 3.8 for arisa bachelet",24,2
clip_0478,Calm,0.8002,Calm,0.65,Calm,0.7401,False,119.78,140.67,38.22,0.07215,0.05137,0.1995,20.0,"5l remaining, 17 seconds clear air ahead george 35.5 g at 9.0 and that's another fastest lap, george at 35.5 give me some 3l remaining so let's just get this thing home still 7.5",27,0
clip_1205,Frustrated,0.6901,High Stress,0.7,Frustrated,0.4141,False,192.63,1444.87,227.94,0.08639,0.04243,0.1427,35.0,"what the hell? come down! magnet and rho is a real usb stupid. no! ah no, come on charles. i'm sorry, i'm sorry. okay. i did mistakes. come on charles. so that's the end of the live frame. 31.80",38,1
clip_0346,Calm,0.812,Calm,0.65,Calm,0.7472,False,143.71,39.87,10.71,0.07478,0.06541,0.1933,2.432,thank you. i want anti salt.,6,0
clip_0472,Calm,0.8492,Calm,0.65,Calm,0.7695,False,113.08,134.8,32.64,0.08474,0.05289,0.2205,20.0,"just be careful with the first input into turn 1, first steering input into turn 1 got hogbrobe on the car's head now traffic george 356 gap at 6.6",25,0
clip_1342,Calm,0.7306,Calm,0.65,Calm,0.6984,False,102.32,29.89,13.35,0.08355,0.05311,0.2013,2.048,"i'm a close, so i'll do it. that's it.",9,0
clip_0262,High Stress,0.65,Calm,0.65,Calm,0.39,False,119.3,135.57,30.47,0.08079,0.04657,0.194,20.0,"double yellow where you're now. on the sliding of the first inch, uh, make me come back to you. brake balance minus one. safety car in this lap. so the restart will be mode k2, turn 14 and use low gears there.",40,0
clip_0711,Calm,0.5398,High Stress,0.7,Calm,0.3239,False,124.48,229.9,54.5,0.08671,0.04955,0.2084,20.0,"and exit of turn six oh, now i'm going to set my own road i am supposed to be on your side max, trying to give you some help and some information, nothing further that's it wait i need to let the six of us",45,0
clip_1160,Calm,0.6252,Calm,0.65,Calm,0.6351,False,98.19,48.91,11.79,0.05302,0.05305,0.1925,5.888,"we had a good run in the sprint yesterday, but our problem was cut short, so let's see what we can get today. we'll stay on top of the tire man.",31,0
clip_0862,Calm,0.8676,Calm,0.65,Calm,0.7806,False,102.73,113.03,18.8,0.08837,0.04655,0.198,20.0,"you're much in for stopping space 20 to go. good job. stop to gassley. gassley only 0.3 faster. last lap should be okay at the end. okay ollie, do you have any more place at 19 to go? gassley 6.5 behind.",37,0
clip_0816,Calm,0.9013,Calm,0.65,Calm,0.8008,False,94.26,108.14,14.34,0.08903,0.04522,0.1846,20.0,"275 and the straight. and the line that's multi-gream dx. first up, and the q. multi-gream dx10. single yellow and 16.",15,0
clip_0241,Calm,0.6621,Calm,0.65,Calm,0.6573,False,108.47,105.73,26.38,0.08895,0.04532,0.1979,20.0,"5, 6, 7 press on stop yep, apparently he has an issue which is double yellow in 3-4 now see moving again sector clear, he has restarted so we will start our lap",29,0
clip_0007,Calm,0.8073,Calm,0.65,Calm,0.7444,False,93.1,135.97,21.47,0.08448,0.05335,0.1846,20.0,"which is good. so the 2-hust is a 7, either head or head. one of them will drop back to you. 100 minus 7 on the front, minus 6 on the rear, current. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 23, 24, 25, 26, 27, 28, 29, 30, 31, 31, 31, 32, 33, 34, 35, 36, 37, 40, 40, 41, 41, 42, 43, 43, 44, 45, 46, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47",28,0
clip_0614,High Stress,0.6496,High Stress,0.7,High Stress,0.6698,False,124.5,185.85,41.86,0.09042,0.04241,0.1964,20.0,"gap behind, 3.8 gap behind is 3.7, 3.7 and last lap, last lap 3.5 behind and well done luis, sorry the race, cleared as much as we wanted, thank you",26,2
clip_0429,Calm,0.9167,High Stress,0.75,Calm,0.55,False,200.54,1931.94,358.94,0.07257,0.04955,0.2109,20.0,"the white line and we'll stop at the mark of the specular edge. turn all the straight out. the circuit's all clear. strat mode 1, strat mode 1. norris has left the pits behind you in 8 seconds. target plus 6, no pressure behind.",40,0
clip_1325,Calm,0.9097,Calm,0.65,Calm,0.8058,False,161.63,69.04,18.06,0.03269,0.03028,0.2679,2.976,red flag check a red flag slow down and get your delta positive,13,0
clip_1074,Calm,0.8552,High Stress,0.7,High Stress,0.5131,False,153.64,449.39,82.0,0.08693,0.04917,0.2313,20.0,"main loss to valter is corner 12 exit, so n11 for better 12. entry 4. the energy hits all over the place, i'm losing a lot of time with an lt. copy that, fernando is lapping 41.6, lanzis 40.9.",32,2
